timestamp,temperature,humidity,light_intensity,co2_concentration,soil_moisture,soil_temperature
2024-12-15 12:50:00,25.54,56.53,37860.86,300,55.09,16.08
2024-12-15 12:52:00,25.72,53.03,39587.36,300,54.31,15.27
2024-12-15 12:54:00,25.12,55.63,34700.91,300,53.58,15.8
2024-12-15 12:56:00,27.1,53.1,42994.63,300,54.41,16.28
2024-12-15 12:58:00,26.01,47.78,35234.79,300,54.74,15.79
2024-12-15 13:00:00,27.57,53.46,44633.96,300,54.78,16.43
2024-12-15 13:02:00,26.48,53.53,42453.83,300,50.93,15.65
2024-12-15 13:04:00,25.19,54.32,41734.41,300,53.67,15.47
2024-12-15 13:06:00,27.94,55.54,40530.36,300,53.8,16.77
2024-12-15 13:08:00,26.27,54.05,47415.77,300,60.06,16.51
2024-12-15 13:10:00,26.38,57.17,39728.31,300,54.68,16.17
2024-12-15 13:12:00,27.57,50.94,40250.16,300,52.24,16.76
2024-12-15 13:14:00,26.56,56.86,41165.34,300,52.88,16.23
2024-12-15 13:16:00,28.23,52.68,41699.61,300,54.15,16.7
2024-12-15 13:18:00,27.11,58.15,40597.34,300,57.49,16.75
2024-12-15 13:20:00,26.61,54.36,41376.46,300,53.75,16.39
2024-12-15 13:22:00,26.57,55.4,50147.73,300,53.85,16.36
2024-12-15 13:24:00,27.61,57.66,38774.09,300,49.94,16.86
2024-12-15 13:26:00,26.5,51.84,36332.96,300,52.34,17.15
2024-12-15 13:28:00,27.88,52.49,35882.63,300,55.18,17.44
2024-12-15 13:30:00,27.26,52.35,38374.43,300,52.9,16.6
2024-12-15 13:32:00,26.45,56.76,36468.0,300,52.27,16.94
2024-12-15 13:34:00,28.01,54.96,32116.6,300,52.85,17.18
2024-12-15 13:36:00,27.6,54.81,40483.22,300,56.77,16.82
2024-12-15 13:38:00,26.4,53.89,31463.07,300,60.96,16.38
2024-12-15 13:40:00,26.59,51.44,28935.46,300,52.31,16.74
2024-12-15 13:42:00,27.3,54.32,47803.1,300,56.11,17.0
2024-12-15 13:44:00,27.82,60.12,40523.25,300,56.45,16.98
2024-12-15 13:46:00,27.16,57.15,35071.5,300,54.13,17.71
2024-12-15 13:48:00,28.27,55.78,41566.97,300,51.93,17.52
2024-12-15 13:50:00,25.82,55.11,37476.23,300,50.1,16.36
2024-12-15 13:52:00,28.35,53.29,31343.65,300,55.93,17.64
2024-12-15 13:54:00,27.65,55.09,35519.41,300,53.39,17.44
2024-12-15 13:56:00,27.55,53.14,32747.97,300,52.93,17.78
2024-12-15 13:58:00,26.79,53.97,28801.09,300,55.94,17.1
2024-12-15 14:00:00,27.8,54.11,36606.4,300,55.75,17.28
2024-12-15 14:02:00,26.14,54.12,31768.34,300,57.52,16.56
2024-12-15 14:04:00,28.12,52.35,33134.46,300,60.41,17.22
2024-12-15 14:06:00,27.68,52.4,32628.61,300,60.46,17.09
2024-12-15 14:08:00,27.96,57.86,34510.39,300,59.23,17.12
2024-12-15 14:10:00,26.33,47.84,26757.42,300,61.1,16.65
2024-12-15 14:12:00,26.69,56.13,30431.2,300,60.66,17.62
2024-12-15 14:14:00,28.03,50.14,27220.2,300,60.05,17.65
2024-12-15 14:16:00,26.21,53.9,30937.68,300,60.97,17.77
2024-12-15 14:18:00,26.81,50.65,38086.78,300,60.17,17.83
2024-12-15 14:20:00,27.0,55.3,37746.56,300,57.84,17.47
2024-12-15 14:22:00,27.61,54.12,28784.61,300,58.36,17.53
2024-12-15 14:24:00,25.97,46.36,44286.02,300,55.33,16.88
2024-12-15 14:26:00,26.72,46.88,34932.75,300,58.3,17.68
2024-12-15 14:28:00,26.85,53.81,34377.59,300,60.36,17.55
2024-12-15 14:30:00,26.72,52.24,26337.44,300,60.71,16.88
2024-12-15 14:32:00,27.74,53.01,32885.18,300,56.4,17.6
2024-12-15 14:34:00,26.64,55.04,33838.0,300,59.35,17.58
2024-12-15 14:36:00,27.9,52.19,28001.39,300,58.73,17.67
2024-12-15 14:38:00,27.76,63.07,27910.31,300,62.86,17.65
2024-12-15 14:40:00,27.8,58.15,29003.49,300,59.56,18.08
2024-12-15 14:42:00,26.78,50.82,37992.26,300,57.15,17.95
2024-12-15 14:44:00,26.28,53.83,27583.05,300,60.58,17.87
2024-12-15 14:46:00,28.51,53.38,32047.05,300,58.43,18.2
2024-12-15 14:48:00,26.55,58.83,32244.71,300,62.06,17.56
2024-12-15 14:50:00,27.6,57.54,37867.68,300,58.28,18.17
2024-12-15 14:52:00,27.88,54.37,34013.64,300,61.13,18.42
2024-12-15 14:54:00,27.41,58.6,26892.75,300,57.3,17.62
2024-12-15 14:56:00,25.94,55.65,31984.03,300,61.06,18.06
2024-12-15 14:58:00,26.73,56.68,27514.56,300,62.03,18.29
2024-12-15 15:00:00,25.94,50.84,20080.39,300,61.45,17.71
2024-12-15 15:02:00,26.83,59.04,28658.33,300,59.56,17.79
2024-12-15 15:04:00,26.42,54.71,25442.09,300,59.13,18.17
2024-12-15 15:06:00,26.15,58.54,22296.62,300,60.34,17.31
2024-12-15 15:08:00,27.58,53.23,38771.25,300,58.91,18.69
2024-12-15 15:10:00,26.6,56.26,19479.03,300,59.37,18.32
2024-12-15 15:12:00,25.92,59.22,30480.53,300,59.06,17.91
2024-12-15 15:14:00,26.77,56.5,25196.0,300,61.77,18.24
2024-12-15 15:16:00,26.24,58.09,33658.52,300,59.83,18.95
2024-12-15 15:18:00,26.5,53.19,32034.96,300,57.65,18.43
2024-12-15 15:20:00,24.86,58.9,35270.76,300,64.36,17.95
2024-12-15 15:22:00,26.66,56.7,22059.28,300,62.12,18.01
2024-12-15 15:24:00,26.14,54.43,31278.14,300,59.52,17.87
2024-12-15 15:26:00,25.79,56.02,23146.35,300,61.14,17.76
2024-12-15 15:28:00,25.82,55.6,32802.99,300,61.29,17.81
2024-12-15 15:30:00,27.49,52.93,20425.13,300,58.5,18.38
2024-12-15 15:32:00,26.33,50.7,33190.43,300,57.8,17.71
2024-12-15 15:34:00,26.42,52.89,28422.24,300,58.61,18.21
2024-12-15 15:36:00,27.28,53.83,29631.56,300,59.32,18.96
2024-12-15 15:38:00,24.82,57.59,27481.89,300,58.96,17.98
2024-12-15 15:40:00,26.61,53.6,12684.17,300,57.64,18.31
2024-12-15 15:42:00,25.69,53.54,29092.85,300,59.85,18.41
2024-12-15 15:44:00,25.9,55.98,13878.71,300,58.67,18.29
2024-12-15 15:46:00,26.86,54.27,24665.15,300,58.82,18.55
2024-12-15 15:48:00,26.52,55.34,16246.5,300,62.22,18.5
2024-12-15 15:50:00,25.91,56.48,27063.02,300,60.75,17.76
2024-12-15 15:52:00,25.04,54.75,22099.15,300,58.7,17.81
2024-12-15 15:54:00,25.43,54.91,17047.31,300,59.36,18.42
2024-12-15 15:56:00,26.57,52.72,28140.81,300,59.87,19.04
2024-12-15 15:58:00,25.92,55.76,13626.0,300,62.55,18.58
2024-12-15 16:00:00,26.57,57.34,19920.16,300,62.46,17.89
2024-12-15 16:02:00,26.66,56.8,16230.11,300,61.74,18.71
2024-12-15 16:04:00,24.71,57.72,18852.38,300,60.47,18.21
2024-12-15 16:06:00,24.83,52.54,18912.68,300,58.44,18.43
2024-12-15 16:08:00,25.89,51.87,26647.69,300,56.32,17.91
2024-12-15 16:10:00,24.03,59.17,16303.9,300,59.97,17.83
2024-12-15 16:12:00,24.39,50.83,26159.89,300,59.48,18.09
2024-12-15 16:14:00,24.06,59.61,18645.58,300,59.1,18.08
2024-12-15 16:16:00,25.1,59.91,16101.32,300,59.37,18.05
2024-12-15 16:18:00,26.86,56.73,10964.36,300,60.61,19.02
2024-12-15 16:20:00,26.94,61.67,17306.04,300,61.67,19.07
2024-12-15 16:22:00,24.96,51.68,13384.61,300,59.05,17.51
2024-12-15 16:24:00,26.51,54.48,21228.97,300,57.73,18.01
2024-12-15 16:26:00,25.47,56.5,14045.09,300,57.86,18.51
2024-12-15 16:28:00,26.13,57.04,11195.02,300,62.95,18.86
2024-12-15 16:30:00,25.4,59.48,21465.98,300,56.36,18.75
2024-12-15 16:32:00,26.46,53.68,19240.49,300,59.69,18.64
2024-12-15 16:34:00,25.29,61.89,9672.9,300,59.42,18.49
2024-12-15 16:36:00,24.59,61.35,11114.27,300,57.6,18.68
2024-12-15 16:38:00,25.42,57.17,25079.28,300,59.95,19.09
2024-12-15 16:40:00,24.95,55.4,12194.72,300,59.49,18.71
2024-12-15 16:42:00,23.54,60.02,10852.25,300,61.76,17.7
2024-12-15 16:44:00,26.08,54.43,15212.68,300,60.72,18.65
2024-12-15 16:46:00,25.77,54.33,14493.85,300,62.15,18.84
2024-12-15 16:48:00,24.48,62.36,9651.18,300,57.0,18.18
2024-12-15 16:50:00,25.9,55.77,20527.98,300,61.83,18.95
2024-12-15 16:52:00,25.27,58.75,9533.39,300,60.44,18.35
2024-12-15 16:54:00,25.57,54.22,11911.29,300,57.97,19.15
2024-12-15 16:56:00,24.74,63.8,5694.27,300,60.23,18.0
2024-12-15 16:58:00,24.1,53.85,13514.54,300,62.56,18.16
2024-12-15 17:00:00,25.38,55.28,13431.33,300,59.09,18.81
2024-12-15 17:02:00,23.48,57.89,2106.48,345.48,60.04,18.35
2024-12-15 17:04:00,24.53,57.95,4351.99,300,59.69,18.92
2024-12-15 17:06:00,23.48,59.57,9970.61,300,60.39,17.52
2024-12-15 17:08:00,24.59,52.96,8833.32,300,56.48,18.29
2024-12-15 17:10:00,25.14,55.51,15466.33,300,60.88,18.46
2024-12-15 17:12:00,24.6,53.64,8999.98,300,59.31,18.26
2024-12-15 17:14:00,24.7,54.29,10566.28,300,61.32,18.48
2024-12-15 17:16:00,26.17,55.63,9070.29,300,61.64,19.19
2024-12-15 17:18:00,24.67,58.16,8310.2,300,59.55,18.47
2024-12-15 17:20:00,23.7,55.86,6317.74,300,57.63,18.59
2024-12-15 17:22:00,22.68,59.24,11331.45,300,57.92,18.48
2024-12-15 17:24:00,23.84,55.97,802.05,452.68,59.77,17.56
2024-12-15 17:26:00,22.17,56.51,4429.43,300,61.91,18.01
2024-12-15 17:28:00,22.4,60.88,10457.25,300,63.08,18.13
2024-12-15 17:30:00,23.8,60.25,8264.28,300,63.23,17.78
2024-12-15 17:32:00,24.46,55.36,4312.5,300,64.35,18.35
2024-12-15 17:34:00,23.65,53.08,9251.5,300,60.66,17.99
2024-12-15 17:36:00,24.86,48.47,5420.61,300,60.89,18.7
2024-12-15 17:38:00,24.46,57.87,4735.66,300,60.98,17.94
2024-12-15 17:40:00,23.27,55.07,1181.81,391.88,61.93,18.63
2024-12-15 17:42:00,24.1,57.7,69.63,443.28,58.82,18.25
2024-12-15 17:44:00,22.56,58.83,2825.92,327.62,59.8,17.05
2024-12-15 17:46:00,22.21,54.55,6091.02,300,63.3,18.08
2024-12-15 17:48:00,21.47,49.45,0,417.15,58.07,17.67
2024-12-15 17:50:00,24.94,61.52,3565.66,300,63.17,18.95
2024-12-15 17:52:00,22.64,59.13,0,444.32,62.63,18.26
2024-12-15 17:54:00,23.07,59.89,5129.85,300,60.56,18.22
2024-12-15 17:56:00,22.99,54.44,2599.02,328.15,60.5,18.15
2024-12-15 17:58:00,23.79,54.51,4325.01,300,59.21,18.44
2024-12-15 18:00:00,23.1,61.63,0,418.38,59.68,18.18
2024-12-15 18:02:00,20.94,74.62,0.0,421.36,56.5,18.19
2024-12-15 18:04:00,20.51,76.14,0.0,448.15,62.52,17.31
2024-12-15 18:06:00,20.93,77.21,0.0,440.32,59.26,17.15
2024-12-15 18:08:00,21.03,71.31,0.0,410.94,59.86,17.08
2024-12-15 18:10:00,21.41,72.99,0.0,429.29,57.65,17.84
2024-12-15 18:12:00,21.51,77.89,0.0,448.66,61.66,17.39
2024-12-15 18:14:00,20.48,71.48,0.0,459.35,62.87,17.11
2024-12-15 18:16:00,21.06,74.35,0.0,442.17,59.53,17.38
2024-12-15 18:18:00,21.37,70.81,0.0,426.45,61.02,17.95
2024-12-15 18:20:00,20.39,78.8,0.0,427.96,60.33,17.51
2024-12-15 18:22:00,20.83,72.68,0.0,456.63,62.04,17.49
2024-12-15 18:24:00,21.23,73.16,0.0,468.57,62.19,17.61
2024-12-15 18:26:00,20.43,77.65,0.0,483.33,57.16,17.84
2024-12-15 18:28:00,21.4,76.79,0.0,425.19,60.98,18.11
2024-12-15 18:30:00,19.38,74.8,0.0,479.22,59.88,17.05
2024-12-15 18:32:00,20.21,80.84,0.0,452.83,61.36,17.29
2024-12-15 18:34:00,20.43,77.75,0.0,456.6,59.52,17.65
2024-12-15 18:36:00,20.67,69.54,0.0,443.13,57.23,17.65
2024-12-15 18:38:00,20.19,73.64,0.0,464.73,59.34,17.24
2024-12-15 18:40:00,19.97,78.4,0.0,437.96,62.45,17.1
2024-12-15 18:42:00,19.85,72.33,0.0,459.09,58.6,16.71
2024-12-15 18:44:00,20.32,78.73,0.0,424.88,55.81,17.88
2024-12-15 18:46:00,20.21,77.05,0.0,476.55,60.84,17.05
2024-12-15 18:48:00,20.03,78.99,0.0,494.21,62.5,17.3
2024-12-15 18:50:00,21.1,74.47,0.0,408.19,58.58,17.34
2024-12-15 18:52:00,19.32,75.92,0.0,481.18,57.85,17.17
2024-12-15 18:54:00,19.63,72.77,0.0,442.01,60.8,17.07
2024-12-15 18:56:00,19.6,74.94,0.0,469.71,61.3,17.13
2024-12-15 18:58:00,19.05,74.65,0.0,478.54,59.14,16.38
2024-12-15 19:00:00,19.87,80.12,0.0,460.75,59.54,16.58
2024-12-15 19:02:00,19.43,77.38,0.0,464.12,60.34,16.5
2024-12-15 19:04:00,18.17,74.72,0.0,450.64,60.49,17.12
2024-12-15 19:06:00,18.72,78.92,0.0,404.05,61.53,17.06
2024-12-15 19:08:00,19.68,77.37,0.0,430.51,58.54,17.05
2024-12-15 19:10:00,19.42,74.02,0.0,469.5,61.23,16.71
2024-12-15 19:12:00,19.49,68.05,0.0,448.94,61.35,17.15
2024-12-15 19:14:00,18.93,75.45,0.0,489.03,58.53,16.87
2024-12-15 19:16:00,19.0,74.57,0.0,483.83,60.38,16.67
2024-12-15 19:18:00,18.83,77.76,0.0,459.85,60.97,17.24
2024-12-15 19:20:00,18.95,76.06,0.0,419.76,60.35,17.03
2024-12-15 19:22:00,19.5,73.14,0.0,451.51,57.97,16.82
2024-12-15 19:24:00,18.9,72.81,0.0,451.05,58.22,16.21
2024-12-15 19:26:00,19.06,67.92,0.0,440.79,62.57,16.55
2024-12-15 19:28:00,18.58,75.29,0.0,473.99,58.03,16.85
2024-12-15 19:30:00,18.38,76.25,0.0,408.58,59.21,16.41
2024-12-15 19:32:00,18.95,69.77,0.0,446.72,62.06,16.52
2024-12-15 19:34:00,18.09,75.33,0.0,438.02,62.71,16.57
2024-12-15 19:36:00,18.9,78.03,0.0,468.64,61.01,16.75
2024-12-15 19:38:00,19.04,77.86,0.0,454.1,61.14,16.43
2024-12-15 19:40:00,17.97,74.72,0.0,449.52,55.86,16.45
2024-12-15 19:42:00,18.3,73.95,0.0,470.02,61.68,16.22
2024-12-15 19:44:00,18.46,76.5,0.0,448.19,61.48,16.05
2024-12-15 19:46:00,19.2,79.31,0.0,465.57,60.66,16.99
2024-12-15 19:48:00,18.21,74.23,0.0,434.47,62.42,16.3
2024-12-15 19:50:00,17.85,77.25,0.0,444.74,60.96,16.39
2024-12-15 19:52:00,18.3,76.11,0.0,418.01,60.31,16.36
2024-12-15 19:54:00,17.67,76.39,0.0,435.88,59.76,16.15
2024-12-15 19:56:00,17.75,74.37,0.0,429.17,61.07,15.87
2024-12-15 19:58:00,16.71,77.88,0.0,449.6,58.1,15.16
2024-12-15 20:00:00,17.14,83.05,0.0,451.09,57.86,16.37
2024-12-15 20:02:00,17.12,70.19,0.0,461.19,61.24,15.76
2024-12-15 20:04:00,16.05,79.49,0.0,454.58,59.04,15.19
2024-12-15 20:06:00,17.79,70.97,0.0,418.87,60.8,15.73
2024-12-15 20:08:00,17.71,78.82,0.0,449.36,58.57,16.01
2024-12-15 20:10:00,16.73,81.94,0.0,473.89,61.04,15.48
2024-12-15 20:12:00,17.34,72.78,0.0,447.33,62.28,15.88
2024-12-15 20:14:00,16.5,76.89,0.0,455.34,60.48,15.46
2024-12-15 20:16:00,16.3,74.71,0.0,439.53,60.69,15.74
2024-12-15 20:18:00,17.25,74.77,0.0,450.15,61.53,16.1
2024-12-15 20:20:00,17.09,72.76,0.0,432.67,60.11,15.48
2024-12-15 20:22:00,17.06,74.41,0.0,465.34,60.4,15.61
2024-12-15 20:24:00,15.99,76.39,0.0,480.24,62.84,15.01
2024-12-15 20:26:00,15.74,80.34,0.0,461.45,57.04,15.4
2024-12-15 20:28:00,15.57,77.79,0.0,456.07,61.28,15.04
2024-12-15 20:30:00,16.29,81.36,0.0,445.38,60.55,15.07
2024-12-15 20:32:00,16.53,82.03,0.0,432.74,61.59,15.22
2024-12-15 20:34:00,16.47,75.32,0.0,453.85,57.85,15.24
2024-12-15 20:36:00,16.07,78.6,0.0,469.88,57.54,15.37
2024-12-15 20:38:00,16.87,75.42,0.0,451.58,59.01,15.42
2024-12-15 20:40:00,16.58,76.5,0.0,416.21,60.64,14.95
2024-12-15 20:42:00,15.82,75.17,0.0,473.7,53.67,15.2
2024-12-15 20:44:00,15.64,76.31,0.0,434.59,59.17,14.59
2024-12-15 20:46:00,15.25,80.04,0.0,412.8,58.09,14.39
2024-12-15 20:48:00,16.75,78.53,0.0,433.56,58.67,14.31
2024-12-15 20:50:00,15.33,79.22,0.0,440.71,58.08,14.67
2024-12-15 20:52:00,15.86,83.17,0.0,454.14,61.0,14.98
2024-12-15 20:54:00,15.56,75.35,0.0,488.5,57.66,14.24
2024-12-15 20:56:00,15.64,81.24,0.0,446.46,62.32,14.67
2024-12-15 20:58:00,15.88,79.05,0.0,431.14,58.71,14.85
2024-12-15 21:00:00,14.51,80.57,0.0,421.16,54.94,14.91
2024-12-15 21:02:00,15.86,79.04,0.0,416.26,59.59,14.43
2024-12-15 21:04:00,15.13,82.26,0.0,423.81,63.0,14.71
2024-12-15 21:06:00,15.31,73.62,0.0,458.01,59.66,14.71
2024-12-15 21:08:00,14.67,81.42,0.0,426.49,61.94,14.15
2024-12-15 21:10:00,15.66,75.39,0.0,433.6,59.54,14.05
2024-12-15 21:12:00,15.0,74.3,0.0,416.94,61.29,14.8
2024-12-15 21:14:00,14.91,78.21,0.0,434.66,59.05,14.23
2024-12-15 21:16:00,14.21,82.08,0.0,431.16,60.82,14.72
2024-12-15 21:18:00,16.19,80.3,0.0,444.09,60.39,14.85
2024-12-15 21:20:00,15.7,78.97,0.0,409.98,59.1,14.52
2024-12-15 21:22:00,14.68,81.41,0.0,414.95,58.57,14.31
2024-12-15 21:24:00,13.56,76.87,0.0,468.34,61.73,13.73
2024-12-15 21:26:00,14.86,73.69,0.0,460.65,59.35,14.15
2024-12-15 21:28:00,14.36,80.97,0.0,447.56,58.59,14.29
2024-12-15 21:30:00,15.61,80.39,0.0,431.12,61.92,14.39
2024-12-15 21:32:00,14.02,77.77,0.0,456.39,61.95,13.71
2024-12-15 21:34:00,15.39,78.56,0.0,436.63,59.32,14.3
2024-12-15 21:36:00,13.95,79.31,0.0,507.56,60.69,13.34
2024-12-15 21:38:00,15.3,77.35,0.0,419.25,61.43,14.25
2024-12-15 21:40:00,14.83,78.62,0.0,434.84,54.56,13.78
2024-12-15 21:42:00,14.17,83.39,0.0,455.45,62.78,13.84
2024-12-15 21:44:00,13.69,81.7,0.0,470.85,55.53,13.31
2024-12-15 21:46:00,14.73,76.62,0.0,446.09,62.73,13.84
2024-12-15 21:48:00,13.79,78.52,0.0,426.72,61.27,13.57
2024-12-15 21:50:00,14.38,78.33,0.0,456.92,62.2,13.27
2024-12-15 21:52:00,14.3,81.95,0.0,409.05,63.54,13.47
2024-12-15 21:54:00,14.88,78.9,0.0,440.46,59.53,14.06
2024-12-15 21:56:00,13.67,80.24,0.0,422.55,59.49,13.27
2024-12-15 21:58:00,13.07,81.99,0.0,463.79,62.3,12.84
2024-12-15 22:00:00,13.7,76.77,0.0,422.41,64.15,13.14
2024-12-15 22:02:00,14.39,81.01,0.0,420.82,57.83,13.56
2024-12-15 22:04:00,12.25,79.12,0.0,442.59,59.45,12.58
2024-12-15 22:06:00,12.63,79.55,0.0,439.23,56.2,12.72
2024-12-15 22:08:00,13.35,79.79,0.0,474.81,58.48,12.73
2024-12-15 22:10:00,12.72,80.81,0.0,445.99,63.12,13.1
2024-12-15 22:12:00,12.29,87.65,0.0,451.37,61.6,12.74
2024-12-15 22:14:00,12.82,87.81,0.0,465.15,64.94,12.87
2024-12-15 22:16:00,13.45,83.98,0.0,429.08,61.46,12.85
2024-12-15 22:18:00,12.33,79.9,0.0,480.26,58.43,12.69
2024-12-15 22:20:00,12.74,77.6,0.0,415.67,63.32,12.91
2024-12-15 22:22:00,13.24,78.87,0.0,439.19,60.0,12.62
2024-12-15 22:24:00,12.71,82.96,0.0,442.02,61.3,12.55
2024-12-15 22:26:00,14.1,77.92,0.0,476.42,60.4,12.62
2024-12-15 22:28:00,12.19,80.02,0.0,442.96,57.79,12.66
2024-12-15 22:30:00,12.77,79.88,0.0,418.01,59.47,13.32
2024-12-15 22:32:00,13.33,86.65,0.0,483.9,63.34,12.28
2024-12-15 22:34:00,13.13,81.97,0.0,425.46,60.81,12.34
2024-12-15 22:36:00,12.2,77.97,0.0,396.91,58.15,12.09
2024-12-15 22:38:00,12.85,78.19,0.0,454.37,59.86,12.52
2024-12-15 22:40:00,11.47,86.94,0.0,440.45,59.23,11.92
2024-12-15 22:42:00,12.08,84.76,0.0,468.65,60.68,11.94
2024-12-15 22:44:00,12.34,74.37,0.0,472.8,59.04,11.97
2024-12-15 22:46:00,13.17,82.22,0.0,428.29,58.04,11.78
2024-12-15 22:48:00,11.74,78.67,0.0,463.36,60.56,11.92
2024-12-15 22:50:00,11.46,82.1,0.0,458.3,60.33,11.67
2024-12-15 22:52:00,11.01,80.52,0.0,445.86,61.41,11.29
2024-12-15 22:54:00,12.16,75.72,0.0,455.48,60.34,12.07
2024-12-15 22:56:00,11.71,80.66,0.0,428.02,61.2,11.75
2024-12-15 22:58:00,11.46,81.66,0.0,461.96,60.31,11.89
2024-12-15 23:00:00,12.44,80.0,0.0,451.81,61.0,12.24
2024-12-15 23:02:00,11.03,83.76,0.0,446.07,61.06,11.6
2024-12-15 23:04:00,12.0,81.09,0.0,418.56,55.56,11.36
2024-12-15 23:06:00,11.31,83.25,0.0,461.44,56.79,11.68
2024-12-15 23:08:00,12.75,83.52,0.0,476.5,58.41,12.14
2024-12-15 23:10:00,11.06,82.74,0.0,429.83,57.24,10.82
2024-12-15 23:12:00,11.12,81.16,0.0,451.51,61.0,11.43
2024-12-15 23:14:00,11.86,84.14,0.0,424.59,54.83,11.45
2024-12-15 23:16:00,11.73,76.52,0.0,451.46,55.97,11.61
2024-12-15 23:18:00,11.93,82.56,0.0,468.34,60.95,11.73
2024-12-15 23:20:00,10.94,80.89,0.0,456.97,59.68,11.18
2024-12-15 23:22:00,11.71,80.97,0.0,430.54,56.39,11.08
2024-12-15 23:24:00,11.26,81.0,0.0,413.7,59.55,11.48
2024-12-15 23:26:00,11.56,81.27,0.0,449.34,58.33,11.22
2024-12-15 23:28:00,11.23,84.48,0.0,446.99,57.92,11.51
2024-12-15 23:30:00,11.99,78.57,0.0,465.39,60.12,11.18
2024-12-15 23:32:00,11.01,86.8,0.0,430.29,58.74,10.81
2024-12-15 23:34:00,10.67,83.48,0.0,447.14,58.89,11.02
2024-12-15 23:36:00,11.17,76.36,0.0,439.51,62.06,10.91
2024-12-15 23:38:00,10.58,81.32,0.0,433.49,59.57,10.23
2024-12-15 23:40:00,10.86,84.25,0.0,438.41,61.21,10.99
2024-12-15 23:42:00,10.44,80.74,0.0,443.14,60.17,10.62
2024-12-15 23:44:00,10.33,82.74,0.0,432.58,58.94,10.57
2024-12-15 23:46:00,11.1,82.75,0.0,425.51,56.78,9.91
2024-12-15 23:48:00,10.64,86.85,0.0,454.69,59.62,10.15
2024-12-15 23:50:00,10.74,82.34,0.0,484.43,62.58,10.73
2024-12-15 23:52:00,10.69,81.61,0.0,456.88,59.43,10.84
2024-12-15 23:54:00,11.1,84.86,0.0,452.52,57.82,10.47
2024-12-15 23:56:00,10,78.4,0.0,414.12,58.17,10.69
2024-12-15 23:58:00,10.22,84.15,0.0,455.3,63.25,10.2
